Age,Income,LoanAmount,CreditScore,EmploymentLength,DebtToIncomeRatio,OpenCreditLines,LatePayments,HomeOwnership,LoanPurpose,AppSessionTime,UtilityPaymentLatency,SocialSentimentScore,OverdraftFrequency,NumInquiries,BankLoyaltyScore,SupportContactFrequency,DeviceType,TransactionConsistency,NighttimeTransactionRatio,LoanStatus
49,40234,8005,715,18,0.95,12,0,OWN,debt_consolidation,8.4,0,93.6,1,0,8,5,mobile,77.3,0.092,1
26,23608,15506,743,28,0.95,11,0,MORTGAGE,other,14.2,30,91.5,0,7,10,6,mobile,94.5,0.036,1
62,57268,18277,549,13,0.95,2,3,MORTGAGE,car,10.4,5,67.3,3,8,17,11,mobile,39.1,0.142,0
56,43831,6664,702,26,0.95,12,0,OWN,debt_consolidation,12.1,10,70.7,0,6,11,7,mobile,74.3,0.164,1
34,44443,3000,713,27,0.81,6,2,MORTGAGE,debt_consolidation,6.3,0,37.3,2,4,5,9,mobile,79.7,0.07,1
45,131782,13600,665,28,0.95,3,0,RENT,debt_consolidation,10.1,4,84.9,0,9,12,6,mobile,90.0,0.194,1
38,27265,7810,644,21,0.95,8,2,OWN,home_improvement,1.8,3,78.4,0,0,7,6,mobile,67.8,0.187,1
45,64363,6333,647,30,0.95,4,1,RENT,debt_consolidation,8.7,2,72.8,0,9,8,6,desktop,67.7,0.151,1
64,34625,7076,661,23,0.95,11,1,MORTGAGE,other,8.5,4,59.6,2,2,13,1,mobile,66.9,0.09,1
61,81529,7586,663,9,0.95,12,2,MORTGAGE,debt_consolidation,15.3,0,68.9,0,4,7,5,desktop,73.9,0.151,1
30,61963,15046,653,4,0.95,11,0,RENT,home_improvement,14.2,0,88.5,1,2,11,11,mobile,63.3,0.279,1
64,64261,9547,661,6,0.95,2,0,OWN,car,7.0,0,73.1,0,9,13,11,mobile,95.2,0.085,1
40,35412,14965,745,17,0.95,6,1,RENT,debt_consolidation,4.7,30,100.0,0,3,20,2,desktop,96.6,0.027,1
52,38387,10913,613,5,0.95,8,3,RENT,medical,4.8,6,79.4,6,3,18,5,mobile,86.8,0.124,0
55,82229,7913,583,7,0.95,15,5,RENT,medical,6.8,4,55.1,3,6,18,9,desktop,50.0,0.093,0
42,120194,7661,746,19,0.765,9,0,RENT,debt_consolidation,13.2,0,62.2,1,2,18,10,desktop,98.0,0.02,1
41,67248,11211,669,10,0.95,10,2,RENT,education,9.7,5,58.1,5,3,9,7,mobile,62.2,0.179,0
41,36176,12434,658,21,0.95,6,0,OWN,home_improvement,10.1,10,80.0,4,2,9,6,mobile,97.1,0.058,1
59,63103,13343,673,30,0.95,5,0,RENT,debt_consolidation,11.2,10,84.1,3,7,1,10,desktop,75.2,0.05,1
38,161516,8066,691,2,0.599,12,0,OWN,car,4.0,0,92.0,0,1,16,7,mobile,76.9,0.207,1
33,56732,9605,651,19,0.95,13,3,RENT,medical,5.2,2,63.3,0,6,19,9,mobile,94.6,0.248,1
37,104593,11312,707,25,0.95,1,1,RENT,debt_consolidation,10.1,0,74.6,7,3,13,9,mobile,93.8,0.331,1
29,38826,7680,627,4,0.95,9,0,MORTGAGE,home_improvement,4.9,3,85.9,1,1,19,3,desktop,65.3,0.041,1
38,53160,5687,663,24,0.95,12,2,OWN,education,1.9,4,89.7,1,9,10,11,mobile,76.6,0.178,1
26,71597,6487,558,15,0.95,3,2,RENT,car,3.7,2,50.8,2,3,2,4,mobile,81.8,0.052,1
25,64783,8132,744,19,0.95,10,0,OWN,home_improvement,12.2,1,76.7,2,3,20,1,mobile,80.9,0.155,0
53,38374,11671,670,1,0.95,8,0,OWN,home_improvement,6.5,0,51.3,1,0,8,2,mobile,82.0,0.139,1
24,37636,14818,716,13,0.95,8,0,MORTGAGE,car,8.9,1,59.6,0,9,10,6,mobile,85.0,0.0,1
46,84519,5206,706,11,0.739,9,0,OWN,car,3.9,0,49.7,0,9,12,11,mobile,96.3,0.187,1
56,92614,7052,710,4,0.914,14,0,OWN,debt_consolidation,9.5,0,59.3,0,1,9,2,mobile,86.7,0.15,1
53,106987,7761,679,23,0.87,2,2,RENT,debt_consolidation,6.9,0,47.7,4,2,9,8,mobile,74.8,0.192,1
41,121999,12307,701,15,0.95,4,2,RENT,home_improvement,9.8,0,51.5,0,1,14,0,mobile,52.5,0.062,1
29,57560,7250,627,27,0.95,6,4,MORTGAGE,medical,6.1,1,55.3,4,7,6,6,mobile,87.1,0.298,0
62,47097,7541,615,4,0.95,13,1,MORTGAGE,medical,10.0,4,72.2,3,1,9,10,desktop,66.0,0.168,0
58,99503,5091,674,22,0.614,9,0,RENT,car,5.9,10,68.5,5,3,3,7,mobile,100.0,0.173,0
48,74674,10866,642,18,0.95,3,0,OWN,car,7.7,0,45.0,4,5,6,11,mobile,85.5,0.247,1
24,34818,8395,758,20,0.95,1,0,RENT,home_improvement,6.9,2,100.0,0,9,20,11,desktop,81.9,0.149,1
22,34025,6894,700,9,0.95,15,1,RENT,education,8.1,20,61.2,1,9,10,8,mobile,61.8,0.087,1
35,67600,8072,640,21,0.95,3,0,RENT,other,9.1,1,49.4,2,4,7,0,mobile,75.8,0.226,1
28,50022,14056,665,7,0.95,1,1,OWN,education,6.0,3,76.2,0,2,19,4,mobile,82.7,0.139,1
59,53536,5991,687,23,0.95,7,2,OWN,education,7.5,20,67.9,0,5,4,1,mobile,79.4,0.218,1
30,87784,6395,676,13,0.874,9,0,OWN,other,8.7,4,56.6,2,3,10,9,desktop,61.6,0.142,1
33,76234,14778,694,14,0.95,4,4,RENT,debt_consolidation,10.0,0,73.5,4,4,1,1,mobile,41.8,0.302,1
64,98562,9231,683,18,0.95,3,0,RENT,home_improvement,7.7,0,58.6,0,8,20,11,mobile,65.6,0.146,1
57,22716,11707,603,2,0.95,2,5,MORTGAGE,home_improvement,4.5,5,63.9,3,4,17,7,mobile,40.8,0.105,0
30,60720,10517,561,11,0.95,7,2,OWN,home_improvement,8.3,4,88.5,7,5,17,10,desktop,56.0,0.173,1
38,74058,8830,659,6,0.95,15,0,MORTGAGE,education,10.7,2,69.7,0,5,5,9,mobile,81.1,0.116,1
44,27256,7791,710,29,0.95,3,0,OWN,debt_consolidation,2.7,0,76.6,5,3,10,10,mobile,96.8,0.088,1
50,40348,12489,660,13,0.95,9,0,OWN,debt_consolidation,2.7,0,60.7,0,8,9,0,mobile,46.2,0.243,1
63,37115,14256,748,0,0.95,3,2,MORTGAGE,debt_consolidation,5.4,0,70.1,0,4,10,6,desktop,75.4,0.06,1
60,54708,13817,677,0,0.95,11,0,OWN,debt_consolidation,7.2,2,57.2,0,5,0,10,mobile,83.1,0.221,1
64,112706,5574,754,28,0.593,1,2,MORTGAGE,home_improvement,0.0,0,56.6,0,7,17,2,mobile,80.8,0.261,1
22,134614,15093,743,4,0.95,4,0,MORTGAGE,debt_consolidation,10.3,0,62.2,0,8,3,4,mobile,90.4,0.125,1
31,37555,7761,737,0,0.95,1,5,OWN,debt_consolidation,7.3,1,58.3,1,3,20,1,mobile,82.9,0.168,1
46,68662,6621,613,6,0.95,10,2,OWN,home_improvement,0.0,2,82.5,2,0,3,6,mobile,60.8,0.09,0
23,69665,8369,680,6,0.95,11,1,OWN,car,3.5,2,76.1,5,6,8,0,mobile,93.7,0.229,1
36,64501,12487,747,2,0.95,3,2,MORTGAGE,car,6.8,0,35.9,0,1,9,1,mobile,100.0,0.058,0
27,64831,11116,694,30,0.95,7,0,OWN,debt_consolidation,0.9,1,92.1,1,8,4,4,mobile,64.1,0.218,1
62,62111,8086,710,1,0.95,5,0,MORTGAGE,other,11.9,4,77.0,2,9,20,9,mobile,90.1,0.149,0
23,115775,12520,603,22,0.95,1,2,RENT,debt_consolidation,8.7,2,84.0,2,0,2,0,mobile,86.3,0.089,0
27,88975,9471,785,25,0.95,1,1,RENT,car,10.7,0,65.6,2,0,19,10,mobile,100.0,0.1,1
29,33622,7121,636,19,0.95,15,2,OWN,education,3.9,10,47.1,0,7,10,8,mobile,69.0,0.183,1
27,77503,6747,570,4,0.95,10,1,MORTGAGE,education,9.6,5,49.5,6,7,14,11,mobile,56.2,0.065,0
46,80948,10552,660,22,0.95,10,3,MORTGAGE,home_improvement,5.4,0,91.9,1,9,9,9,mobile,55.5,0.187,0
37,62426,8665,545,10,0.95,5,5,OWN,debt_consolidation,7.2,5,45.2,2,1,0,8,mobile,49.8,0.16,0
62,90142,5166,620,12,0.688,4,2,OWN,education,9.4,1,47.8,2,0,10,9,mobile,71.0,0.121,1
32,58961,12567,820,7,0.95,12,0,RENT,car,7.7,2,61.9,0,3,2,8,mobile,93.6,0.182,0
45,59291,7390,659,24,0.95,7,0,RENT,medical,11.2,4,48.6,6,0,10,1,mobile,63.2,0.092,1
50,57214,16930,601,17,0.95,2,5,MORTGAGE,home_improvement,8.6,2,75.5,2,9,12,7,mobile,62.8,0.129,0
49,21846,5109,681,4,0.95,8,2,RENT,other,6.1,2,76.6,0,6,12,2,desktop,80.7,0.121,1
56,52251,8331,630,12,0.95,8,1,MORTGAGE,other,11.4,0,73.8,0,6,14,2,desktop,71.9,0.059,1
30,40106,6768,727,24,0.95,9,3,OWN,medical,12.2,1,59.4,0,6,6,11,mobile,88.9,0.125,1
43,31764,6062,631,29,0.95,9,0,MORTGAGE,other,8.4,0,72.0,3,5,20,10,mobile,72.1,0.038,1
57,103291,7371,694,29,0.856,13,2,MORTGAGE,home_improvement,13.3,15,93.0,1,4,9,11,mobile,82.2,0.109,1
59,67975,18183,616,4,0.95,4,2,MORTGAGE,debt_consolidation,7.1,8,47.9,3,2,14,0,mobile,40.7,0.027,1
48,53454,9484,822,26,0.95,9,3,MORTGAGE,car,7.5,5,83.6,0,9,10,11,mobile,79.3,0.077,1
50,42017,6524,707,17,0.95,14,2,RENT,car,8.0,0,79.3,3,5,7,0,mobile,90.5,0.084,1
59,61900,4309,671,22,0.835,15,0,MORTGAGE,home_improvement,7.5,0,66.5,1,1,11,11,mobile,56.3,0.177,1
49,84639,4498,663,11,0.638,15,0,OWN,debt_consolidation,6.8,4,70.3,1,1,17,1,mobile,87.8,0.081,1
63,37342,7226,649,20,0.95,11,3,OWN,car,5.1,0,73.0,0,1,9,1,mobile,73.7,0.061,1
26,54059,6950,638,8,0.95,2,2,RENT,debt_consolidation,4.0,30,54.3,0,8,1,0,mobile,51.6,0.121,0
36,80068,8188,636,16,0.95,15,0,MORTGAGE,medical,8.4,2,45.1,0,0,13,9,desktop,72.2,0.281,1
26,22670,3609,772,6,0.95,1,5,MORTGAGE,other,12.8,10,80.7,3,9,12,9,mobile,95.3,0.032,1
25,52791,8633,649,12,0.95,9,0,RENT,debt_consolidation,11.3,0,50.6,1,8,14,2,mobile,100.0,0.197,1
42,44659,13509,562,12,0.95,7,1,MORTGAGE,education,9.6,6,52.7,1,1,17,9,mobile,79.1,0.173,1
31,51010,17139,615,26,0.95,11,5,MORTGAGE,debt_consolidation,13.0,3,60.8,2,0,8,3,mobile,46.1,0.295,0
39,43229,4197,731,19,0.95,12,1,MORTGAGE,home_improvement,8.1,20,72.0,0,9,19,10,mobile,88.4,0.169,1
40,57638,6499,666,20,0.95,12,3,OWN,other,4.0,0,61.0,0,6,15,5,mobile,72.2,0.152,1
48,128751,6363,672,8,0.593,4,3,RENT,debt_consolidation,6.6,3,57.9,2,9,14,6,desktop,70.1,0.151,1
63,46828,9493,744,13,0.95,12,1,RENT,debt_consolidation,7.8,2,81.3,0,9,20,9,mobile,100.0,0.146,1
59,61776,5498,637,14,0.95,12,0,MORTGAGE,other,6.0,5,63.3,1,0,18,5,mobile,81.0,0.198,1
38,132938,17552,714,24,0.95,1,3,RENT,debt_consolidation,10.4,20,56.8,2,0,16,5,mobile,81.0,0.111,1
35,42298,9113,643,5,0.95,10,0,MORTGAGE,home_improvement,11.7,4,73.5,0,7,20,6,desktop,56.2,0.361,1
55,122590,8525,711,1,0.834,2,1,MORTGAGE,home_improvement,1.1,0,68.8,2,1,16,2,mobile,65.4,0.209,1
26,54306,16934,658,15,0.95,9,1,RENT,debt_consolidation,7.4,4,68.4,0,8,17,5,mobile,66.3,0.135,1
45,120795,8898,666,25,0.884,4,0,MORTGAGE,debt_consolidation,0.0,1,74.2,3,8,15,10,mobile,84.7,0.131,1
40,75932,10510,725,22,0.95,6,0,RENT,education,7.6,2,66.1,0,4,9,7,desktop,87.5,0.147,1
29,62206,6632,721,25,0.95,5,1,MORTGAGE,home_improvement,7.6,0,79.8,0,2,8,3,desktop,100.0,0.146,1
48,52600,5176,670,12,0.95,13,2,RENT,home_improvement,15.1,4,48.0,0,9,16,11,mobile,65.8,0.194,1
35,40912,7015,654,7,0.95,14,0,MORTGAGE,car,13.9,0,85.4,0,4,20,9,mobile,100.0,0.17,1
29,56056,21478,767,20,0.95,12,0,MORTGAGE,debt_consolidation,11.7,4,55.2,0,2,15,11,desktop,82.8,0.251,1
50,81130,11536,712,1,0.95,11,0,MORTGAGE,home_improvement,4.2,0,45.1,1,5,4,9,mobile,79.0,0.082,0
28,53858,9995,658,27,0.95,6,2,RENT,other,3.9,2,57.0,3,3,17,0,desktop,76.5,0.147,1
51,46982,6060,644,22,0.95,3,0,RENT,medical,3.6,0,63.1,0,7,6,1,mobile,81.3,0.081,1
28,48395,12894,736,15,0.95,9,1,MORTGAGE,car,14.1,0,57.7,0,9,15,0,mobile,87.1,0.116,1
40,84678,5203,686,6,0.737,7,1,MORTGAGE,home_improvement,4.4,15,54.5,0,1,4,5,mobile,91.5,0.113,1
57,94026,4785,671,7,0.611,5,0,MORTGAGE,education,6.5,3,82.1,1,2,18,5,desktop,74.8,0.204,1
31,40126,7161,686,30,0.95,4,1,MORTGAGE,car,4.4,0,55.8,1,8,10,1,mobile,79.2,0.105,1
55,40100,19571,698,0,0.95,3,3,MORTGAGE,debt_consolidation,3.0,1,36.4,3,8,7,1,mobile,66.2,0.247,0
53,64261,19133,676,0,0.95,13,0,OWN,home_improvement,9.3,4,63.1,2,7,15,8,mobile,86.8,0.251,1
61,107731,7476,746,10,0.833,5,0,MORTGAGE,debt_consolidation,8.6,1,96.6,2,1,18,8,mobile,100.0,0.2,1
28,90735,6838,749,7,0.904,14,0,RENT,other,0.0,0,53.1,0,0,7,8,mobile,79.3,0.07,1
53,30843,4646,709,20,0.95,11,2,MORTGAGE,car,2.8,4,55.4,3,2,1,7,mobile,61.8,0.25,1
63,48106,9239,755,1,0.95,3,3,OWN,home_improvement,9.0,0,62.3,0,1,20,3,mobile,89.4,0.12,1
55,35640,9555,680,24,0.95,1,1,MORTGAGE,home_improvement,7.7,2,89.6,2,4,20,6,desktop,95.0,0.126,1
29,48032,12281,717,24,0.95,7,5,RENT,other,6.4,1,63.0,3,7,13,8,mobile,98.6,0.186,1
57,111523,12891,735,7,0.95,2,1,OWN,home_improvement,10.4,2,53.7,0,7,2,8,mobile,61.2,0.09,1
25,28562,8275,736,17,0.95,15,0,RENT,medical,2.2,0,73.1,0,4,19,4,mobile,90.1,0.237,1
47,26148,11186,730,20,0.95,14,0,MORTGAGE,education,5.6,0,72.0,0,3,9,2,mobile,88.4,0.206,1
43,37315,6767,714,26,0.95,10,1,MORTGAGE,other,10.1,20,74.8,3,4,12,6,mobile,96.0,0.358,1
44,61654,11101,787,22,0.95,5,1,MORTGAGE,home_improvement,5.4,5,53.1,0,7,17,10,mobile,92.3,0.171,1
44,71635,7311,650,29,0.95,14,1,RENT,medical,9.3,10,60.1,0,2,12,8,mobile,73.7,0.141,1
22,65963,10762,671,3,0.95,10,1,OWN,debt_consolidation,3.4,3,83.8,1,0,4,8,desktop,88.2,0.29,0
43,91955,10419,668,18,0.95,6,0,MORTGAGE,other,4.7,0,73.7,2,7,20,10,desktop,44.5,0.019,1
63,24504,9205,659,23,0.95,14,0,MORTGAGE,debt_consolidation,0.9,2,79.3,2,6,11,8,mobile,65.1,0.166,1
40,92480,12306,570,7,0.95,4,2,MORTGAGE,car,0.0,5,67.2,5,1,19,5,mobile,56.4,0.14,1
33,47078,4778,755,6,0.95,9,2,OWN,home_improvement,6.1,0,82.8,5,6,4,8,desktop,75.4,0.236,0
65,75295,5849,623,2,0.932,11,2,MORTGAGE,education,9.8,0,72.1,0,3,14,8,mobile,58.2,0.367,1
25,29865,8038,689,30,0.95,14,0,OWN,debt_consolidation,7.5,0,60.7,0,9,3,5,desktop,70.7,0.103,1
42,54297,5028,601,26,0.95,3,5,MORTGAGE,debt_consolidation,12.6,6,78.4,3,7,2,3,mobile,53.2,0.231,1
44,60254,7610,714,3,0.95,5,0,OWN,education,6.4,0,55.7,0,4,18,4,desktop,74.6,0.247,1
42,91134,7709,636,7,0.95,13,0,OWN,home_improvement,0.0,3,89.6,1,9,2,5,mobile,81.7,0.242,1
62,26546,15122,617,14,0.95,8,4,OWN,debt_consolidation,9.4,18,82.1,6,7,0,8,mobile,45.6,0.167,0
39,54931,9481,690,27,0.95,12,4,MORTGAGE,debt_consolidation,3.7,0,63.9,0,2,0,1,mobile,72.1,0.2,1
64,33244,13518,641,25,0.95,12,4,MORTGAGE,other,8.5,0,65.4,0,6,7,8,mobile,76.8,0.083,0
24,68014,10104,648,27,0.95,5,0,MORTGAGE,car,0.0,0,69.9,8,6,3,5,mobile,53.9,0.274,1
54,76861,7228,689,25,0.95,5,0,RENT,car,6.9,3,65.6,0,8,1,1,desktop,77.0,0.074,1
47,96686,9447,723,19,0.95,8,2,MORTGAGE,education,10.8,0,86.5,0,0,11,4,mobile,81.1,0.082,1
31,42584,11989,634,9,0.95,1,2,RENT,education,10.3,2,60.5,0,9,4,9,mobile,87.9,0.13,1
31,82228,14434,625,18,0.95,12,0,OWN,home_improvement,7.0,0,47.0,0,2,9,11,mobile,60.8,0.11,1
53,99948,8494,681,15,0.95,2,0,MORTGAGE,debt_consolidation,7.8,3,64.4,0,5,2,9,mobile,76.0,0.18,1
49,25862,4633,709,29,0.95,15,0,RENT,car,6.0,2,78.5,0,0,14,3,mobile,94.1,0.128,1
48,71364,4505,760,13,0.757,12,0,RENT,car,6.8,0,82.2,0,1,13,6,mobile,67.6,0.089,1
23,83394,7859,621,23,0.95,6,0,RENT,debt_consolidation,10.5,15,69.6,0,8,18,11,mobile,77.9,0.072,1
47,48222,3515,662,5,0.875,2,1,MORTGAGE,education,5.0,1,59.1,2,7,16,5,mobile,58.2,0.233,1
65,31418,18362,744,21,0.95,12,0,OWN,debt_consolidation,5.4,0,67.4,1,4,12,2,desktop,85.1,0.187,1
21,82812,11370,788,14,0.95,7,1,RENT,home_improvement,1.7,1,58.8,4,0,8,6,mobile,76.3,0.059,1
42,31578,6945,625,13,0.95,3,1,RENT,home_improvement,10.6,0,35.7,4,8,18,7,mobile,82.9,0.195,0
43,49998,5745,639,23,0.95,7,0,MORTGAGE,other,6.7,10,56.1,0,1,7,2,mobile,74.2,0.128,1
61,53207,13511,700,15,0.95,14,0,OWN,debt_consolidation,2.9,0,75.1,0,0,18,3,desktop,61.4,0.04,1
33,74757,5736,648,1,0.921,11,3,OWN,home_improvement,11.3,5,64.2,2,2,2,11,desktop,97.8,0.063,1
42,40864,5959,638,12,0.95,11,1,RENT,home_improvement,7.6,3,63.7,0,6,14,10,mobile,80.3,0.221,1
53,39813,6592,693,29,0.95,8,3,RENT,other,4.8,2,83.5,0,2,9,10,desktop,90.8,0.245,1
23,56642,9373,765,29,0.95,3,0,OWN,home_improvement,11.4,0,54.5,0,5,20,5,mobile,68.6,0.199,1
57,85210,11480,607,19,0.95,15,2,MORTGAGE,home_improvement,6.4,6,55.9,3,1,1,10,mobile,54.5,0.099,1
57,151653,14430,762,19,0.95,12,4,RENT,other,1.5,5,72.6,0,6,20,3,mobile,100.0,0.186,0
53,27492,13602,648,8,0.95,8,0,RENT,car,11.6,1,58.0,3,9,20,3,mobile,68.3,0.184,1
50,62436,8958,699,24,0.95,11,0,RENT,debt_consolidation,4.4,20,58.0,1,9,9,2,mobile,77.9,0.0,1
54,33225,13470,767,18,0.95,6,3,RENT,debt_consolidation,19.9,1,89.7,0,9,18,8,mobile,85.7,0.191,1
56,85688,6847,697,1,0.95,12,0,MORTGAGE,car,6.0,1,53.0,1,9,10,8,mobile,47.3,0.163,1
61,35513,4323,663,29,0.95,15,0,MORTGAGE,home_improvement,0.0,30,57.7,1,8,12,7,desktop,77.1,0.314,1
40,39991,6847,719,26,0.95,6,5,MORTGAGE,debt_consolidation,14.8,3,74.1,0,8,10,10,mobile,72.6,0.289,0
41,41557,6487,670,2,0.95,1,0,RENT,home_improvement,7.6,0,67.3,2,7,13,2,mobile,75.8,0.145,1
49,52350,6955,708,12,0.95,12,1,RENT,other,8.8,4,48.8,1,2,9,9,mobile,68.6,0.181,1
29,62658,6101,668,23,0.95,13,2,OWN,medical,9.3,0,93.0,1,1,20,11,mobile,61.2,0.159,1
59,67351,7447,727,22,0.95,13,2,RENT,car,2.3,1,56.9,0,7,19,6,mobile,67.4,0.117,1
55,54036,11476,603,5,0.95,15,2,MORTGAGE,debt_consolidation,0.0,6,64.6,3,2,16,6,mobile,62.8,0.055,0
49,29779,17785,624,1,0.95,6,0,OWN,debt_consolidation,15.6,30,74.1,1,9,1,11,desktop,85.9,0.103,0
34,75170,4491,602,30,0.717,14,5,OWN,other,1.5,22,98.3,3,6,4,1,desktop,65.8,0.118,0
36,52901,5350,676,27,0.95,4,2,MORTGAGE,car,14.3,5,62.3,0,3,7,6,mobile,79.4,0.234,0
40,91380,6525,595,22,0.857,9,1,RENT,debt_consolidation,9.9,5,55.1,8,5,2,6,mobile,65.0,0.165,1
50,39400,12165,641,20,0.95,14,0,MORTGAGE,medical,8.5,3,75.0,3,3,19,2,mobile,71.0,0.11,1
56,26343,8250,619,21,0.95,14,2,OWN,debt_consolidation,5.9,6,97.2,4,2,5,1,mobile,70.6,0.098,1
51,53353,6703,761,14,0.95,10,0,MORTGAGE,home_improvement,17.0,0,69.9,1,4,20,2,desktop,86.5,0.181,1
62,97069,11929,625,21,0.95,9,2,MORTGAGE,debt_consolidation,5.0,4,64.0,1,5,18,9,desktop,70.7,0.128,0
64,58246,13129,609,9,0.95,7,5,MORTGAGE,education,5.1,5,73.5,1,6,6,7,mobile,76.4,0.076,1
52,49521,8888,693,2,0.95,14,0,RENT,medical,10.5,0,38.9,0,3,15,9,desktop,79.8,0.085,1
37,36620,6461,772,9,0.95,14,4,RENT,home_improvement,5.1,2,59.4,3,2,15,9,mobile,59.0,0.273,1
47,119491,9978,673,9,0.95,4,2,OWN,home_improvement,3.7,3,42.4,1,1,13,9,mobile,43.4,0.141,1
40,34087,8157,677,9,0.95,3,2,MORTGAGE,education,7.6,0,63.0,3,1,0,8,mobile,98.7,0.227,1
49,39088,8132,750,14,0.95,13,4,OWN,debt_consolidation,10.5,2,60.8,0,5,13,0,mobile,89.0,0.026,1
57,70019,7296,728,4,0.95,13,0,OWN,debt_consolidation,15.3,10,31.1,0,2,11,1,mobile,75.7,0.233,1
37,23501,12965,703,12,0.95,2,3,OWN,education,16.1,0,70.5,0,6,0,1,mobile,49.2,0.204,1
43,96140,9897,647,14,0.95,8,0,MORTGAGE,education,0.6,4,76.7,0,6,19,5,desktop,76.1,0.212,1
23,71746,13552,705,5,0.95,8,0,RENT,debt_consolidation,12.0,1,65.3,2,8,15,1,mobile,64.3,0.038,1
54,81199,15284,605,14,0.95,1,3,RENT,debt_consolidation,3.9,7,46.6,2,0,12,0,desktop,62.7,0.152,1
43,69644,10760,645,20,0.95,10,0,MORTGAGE,medical,4.1,0,85.7,3,8,7,7,mobile,68.5,0.093,1
41,50387,7313,758,12,0.95,15,2,MORTGAGE,debt_consolidation,5.6,0,94.6,2,9,20,11,mobile,85.5,0.068,1
44,33577,13577,751,0,0.95,4,0,MORTGAGE,car,5.4,4,73.6,0,4,13,3,mobile,87.1,0.018,1
30,50867,10789,704,21,0.95,12,0,RENT,medical,3.5,1,63.0,1,5,1,1,mobile,82.8,0.075,0
47,34931,25371,573,17,0.95,2,2,OWN,car,0.0,7,63.2,8,9,20,1,mobile,64.0,0.07,1
54,67425,10138,613,13,0.95,4,1,OWN,home_improvement,13.6,5,74.1,3,1,11,10,mobile,63.1,0.205,1
36,77890,11838,642,0,0.95,9,0,OWN,education,11.4,5,69.3,0,9,12,11,mobile,54.8,0.108,1
26,105299,10058,670,2,0.95,14,0,RENT,other,7.7,0,74.1,0,7,14,4,mobile,76.9,0.139,1
38,64042,8607,611,2,0.95,14,5,RENT,medical,3.9,2,74.3,7,7,3,5,mobile,63.8,0.234,0
29,82130,8075,666,26,0.95,15,2,RENT,home_improvement,12.7,20,57.7,6,2,0,7,mobile,77.0,0.155,0
37,47396,10074,777,9,0.95,15,1,RENT,other,7.5,0,56.5,3,9,11,5,mobile,100.0,0.1,0
49,43686,11031,702,13,0.95,13,1,MORTGAGE,home_improvement,5.5,4,64.1,0,7,18,8,mobile,74.6,0.164,1
26,67047,14211,692,21,0.95,6,1,OWN,debt_consolidation,1.2,0,74.5,4,9,20,6,mobile,60.8,0.095,1
54,45528,10133,624,20,0.95,2,0,MORTGAGE,debt_consolidation,9.9,0,46.2,1,8,5,10,mobile,78.0,0.027,1
31,61153,7442,589,1,0.95,13,1,MORTGAGE,home_improvement,6.5,4,64.8,3,6,20,5,mobile,50.6,0.176,1
61,33606,7858,612,28,0.95,3,2,RENT,debt_consolidation,8.8,8,67.5,7,5,18,8,mobile,37.0,0.195,0
53,36434,5275,587,8,0.95,8,1,RENT,medical,8.5,6,61.2,2,3,17,3,mobile,60.4,0.136,1
33,72109,17405,684,23,0.95,12,3,MORTGAGE,debt_consolidation,10.3,0,87.6,4,1,5,6,desktop,97.2,0.141,1
46,80742,7212,701,25,0.95,1,0,MORTGAGE,home_improvement,8.7,4,85.2,0,0,15,8,mobile,73.2,0.12,1
25,34768,13187,626,16,0.95,14,1,RENT,education,6.6,4,73.8,4,4,20,3,mobile,92.1,0.258,1
25,73260,10003,688,5,0.95,5,0,OWN,debt_consolidation,10.0,1,92.8,1,5,12,7,desktop,87.3,0.171,1
64,42628,10112,760,16,0.95,4,2,MORTGAGE,car,11.6,1,80.3,0,5,20,2,desktop,100.0,0.141,1
57,54580,8544,787,7,0.95,6,4,MORTGAGE,other,14.0,1,69.9,2,4,9,10,desktop,92.2,0.218,1
27,102501,6535,722,26,0.765,7,0,MORTGAGE,debt_consolidation,3.3,0,61.3,0,3,17,8,mobile,79.0,0.224,1
33,77915,6079,670,23,0.936,7,0,OWN,home_improvement,12.2,4,62.5,0,4,3,4,mobile,79.2,0.181,1
29,77508,17879,720,25,0.95,3,1,MORTGAGE,debt_consolidation,1.4,3,73.3,0,7,14,4,mobile,81.6,0.218,1
38,127894,9373,754,25,0.879,3,0,RENT,car,11.9,5,62.8,3,9,10,9,mobile,87.4,0.189,1
34,39468,14046,569,5,0.95,8,1,RENT,home_improvement,5.4,11,46.8,5,2,8,8,mobile,57.4,0.153,1
35,34765,15583,761,0,0.95,4,1,MORTGAGE,other,11.2,4,62.7,1,6,18,11,mobile,96.9,0.22,1
44,39146,7598,650,19,0.95,10,0,RENT,car,13.8,4,82.4,0,8,9,9,mobile,69.8,0.085,1
29,48314,10608,650,19,0.95,14,0,RENT,car,8.7,15,32.0,0,4,17,4,mobile,53.7,0.083,1
60,20000,9118,660,26,0.95,1,0,MORTGAGE,other,7.8,2,87.6,0,4,12,3,desktop,61.0,0.185,1
53,49348,5637,697,19,0.95,1,0,MORTGAGE,debt_consolidation,7.6,4,76.0,0,5,10,8,mobile,99.4,0.103,1
55,42402,8315,618,24,0.95,10,4,MORTGAGE,medical,6.1,6,64.7,5,5,5,0,mobile,61.5,0.208,0
28,77087,11328,664,10,0.95,1,0,RENT,medical,12.5,0,72.0,0,9,13,0,mobile,88.0,0.168,0
